size,color,price,uniq_id,brand_name,highlights,product_id,description,ingredients,availability,product_name,primary_image_url
0.23 oz,Calytrixwarm sepia,23.0,0b12a588999ab94e,KVD Beauty,,pimprod2034060,"BenefitsAll-day transfer-proof wearExtreme hyperlight comfort with a non-drying feelFeather-resistant matte finishUltra-thin, flexible formula helps prevent caking & flakingSlim precision tip for complete controlIn petal-soft neutrals & intoxicating pops named after poisonous plants and bizarre blooms100% veganFeatures100% of wearers agreed that this lipstick felt comfortable even after 8 hours**In a consumer study on 32 volunteersKey IngredientsRaspberry stem cells nourish lips & help provide all-day comfort","[{""ingredients"": ""Calytrix: Dimethicone, Trimethylsiloxysilicate, Trisiloxane, Isododecane, Mica, Cera Microcristallina/Microcrystalline Wax/Cire Microcristalline, Isononyl Isononanoate, Cetyl Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Disteardimonium Hectorite, Illite, Alcohol Denat., C30-45 Alkyl Dimethicone, Caprylic/Capric Triglyceride, Ethyl Vanillin, Laureth-4, Aqua/Water/Eau, Rubus Idaeus (Raspberry) Leaf Extract, BHT, Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891), Red 28 Lake (CI 45410), Blue 1 Lake (CI 42090).""}]",in_stock,Everlasting Hyperlight Vegan Transfer,https://media.ulta.com/i/ulta/2599012
0.14 oz,Unlimited Raisin,11.99,0b5714f42ff73308,Maybelline,,xlsImpprod2910099,"BenefitsMicroflex technology keeps your color fresh for up to 24 hoursColor of a lipstick, glides like a gloss & moisturizes like a lip balmAvailable in a brilliant range of amped-up shades","[{""ingredients"": ""Unlimited Raisin: Isododecane, Trimethylsiloxysilicate, Nylon-611/Dimethicone Copolymer, Disteardimonium Hectorite, Lauroyl Lysine, C30-45 Alkyldimethylsilyl Polypropylsilsesquioxane, Alumina, Propylene Carbonate, Synthetic Fluorphlogopite, Silica, CalCIum Sodium Borosilicate, CalCIum Aluminum Borosilicate, Polyethylene Terephthalate, Parfum/Fragrance, Aluminum Hydroxide, Acrylates Copolymer, Benzyl Alcohol, Dimethicone, Paraffin, Tin Oxide. May Contain/Peut Contenir (+/-): Mica, CI 77891/Titanium Dioxide, CI 77491, CI 77492, CI 77499/Iron Oxides, CI 15850/Red 7, CI 15985/Yellow 6 Lake, CI 45410/Red 28 Lake, CI 45380/Red 22 Lake, CI 19140/Yellow 5 Lake, CI 42090/Blue 1 Lake, CI 75470/Carmine. F.I.L. D41008/5.Conditioning Balm: Trimethyl Pentaphenyl Trisiloxane, Is-Diglyceryl Polyacyladipate-2, Ozokerite, Cera Alba/Beeswax/CIre Dabeille, Calcium Sodium Borosilicate, CalCIum Aluminum Borosilicate, Tocopheryl Acetate, Parfum/Fragrance. May Contain/Peut Contenir (+/-): Mica, CI 77891/Titanium Dioxide, CI 77491/Iron Oxides. F.I.L. D8974/11.""}]",in_stock,SuperStay 24 Color 2,https://media.ulta.com/i/ulta/2225248
0.13 oz,Peach Flirtorange peach,10.0,0b5bb25fe710ddad,NYX Professional Makeup,"[""Clean Ingredients"", ""Cruelty Free"", ""Vegan"", ""Give Back""]",pimprod2024490,"BenefitsLong-lasting liquid lipstick with a smooth matte finishThis lip color creates the appearance of smooth, fuller-looking lips16 hour no transfer longwear lip formulaXxtra fiery shades designed for warm & deep skin tones, this flexible formula provides lip color that moves with you, just like your favorite shapewearThis matte lipstick feels lightweight & comfortable all dayFeatures a unique arrow applicator that hugs lips for precise application, 1 swipe = full coverage colorDelivers a sweet & smooth scent in every swipeAvailable in many nude lip shades amped-up with color saturation & designed to enhance all complexions100% vegan lip formula (no animal-derived ingredient or by-product)Cruelty free","[{""ingredients"": ""Dimethicone, Isododecane, Trimethylsiloxysilicate, Nylon-611/Dimethicone Copolymer, Dimethicone Crosspolymer, C30-45 Alkyldimethylsilyl Polypropylsilsesquioxane, Lauroyl Lysine, Triethoxysilylethyl Polydimethylsiloxyethyl Dimethicone, Silica Silylate, Isopropyl Titanium Triisostearate, Sorbic Acid, Phenoxyethanol, Parfum / Fragrance [+/- May Contain: CI 15850 / Red 7, CI 45410 / Red 28 Lake, CI 77491, CI 77492, CI 77499 / Iron Oxides, CI 77891 / Titanium Dioxide, CI 19140 / Yellow 5 Lake, CI 42090 / Blue 1 Lake]. Fil D260469/2""}]",in_stock,Lip Lingerie XXL Long,https://media.ulta.com/i/ulta/2578937
0.56 oz,Freedom Shimmer,17.99,0b67ce910f79bb5b,J.Cat Beauty,,xlsImpprod17721239,Features18 high pigment shimmer shadesShadesBedazzleRainy Day in the CarInterstellarSonic BoomEarthbound ExplorerExtraterrestrialMoon RabbitHug with SunnyBolts of ThunderBurning GazePeter Pan's BreathMidnight SparkleI Am YouEscapeVirgo StellaNew MeDay DreamerWhistle AwayIncludesFreedom Creator Lip PaletteMixing Metal PlateDual-End Lip BrushSpatula,"[{""ingredients"": ""Ethylhexyl Palmitate,Polyisobutene, Cera Microcristallina, Synthetic Wax, Dimethicone, Hydroxystearic Acid, Polyethylene, Cetyl Peg/Ppg-10/1 Dimethicone, Ethylene/Propylene/Styrene Copolymer/Phenoxyethanol. Tocopherylacetate. May Contain: Mica, Titanium Dioxide Ci77891, Iron Oxide Red Ci77491, Iron Oxide Yellow Ci77492, Iron Oxide Black Ci77499, D&C Red. No.7Ca Ci15850, D&C Red No. 40Ai Ci16035, D&C Yellow No.5 Ai Ci19140, D&C Red No.28 Ai Ci45410, D&C Blue No. 1Ai Ci42090.""}]",in_stock,Freedom Creator Lip Palette,https://media.ulta.com/i/ulta/2526425
0.12 oz,"Ready, Set, Disco!",2.49,0b9872fb408b3e1c,Essence,"[""Cruelty Free"", ""Vegan"", ""Give Back""]",pimprod2050302,FeaturesMatte liquid lipstick formulaFlips to glitter finish when lips are pressed togetherHigh coverageVibrant colorFormulated WithoutAnimal by-productMicroplastic particlesParabensGlutenLactose,"[{""ingredients"": ""Isododecane, Calcium Sodium Borosilicate, Polybutene, Simmondsia Chinensis (Jojoba) Seed Oil, Argania Spinosa Kernel Oil, Octyldodecanol, Tocopheryl Acetate, Trimethylsiloxysilicate, Ethylhexylglycerin, Phenoxyethanol, Parfum (Fragrance), Tin Oxide, CI 15850 (Red 7 Lake), CI 45410 (Red 27 Lake), CI 77891 (Titanium Dioxide).""}]",in_stock,My Heart Beats Disco Glitter Switch Liquid Lipstick,https://media.ulta.com/i/ulta/2635195
0.17 oz,Hot Take,13.99,0b9be8f4d28e1a51,Revlon,,pimprod2043452,"BenefitsFinally, a comfortable 24HR matteLightweight feel with Adapti-Flex Technology for more comfort and flexibilityFormulated with Triple Hyaluronic Acid + Upcycled Cranberry Extract; suitable for sensitive lipsPatented lip-hugging applicator is contoured to fit your lips and delivers a smooth coat of vibrant color, while the pointed tip lines lips with controlled precision for mess-free application16 vibrant matte shades designed with all complexions in mind. Find your undertone on the bottom of the packFeaturesPatented lip-hugging applicator is contoured to fit your lipsKey IngredientsFormula with Triple Hyaluronic Acid + Upcycled Cranberry Extract protects lips.","[{""ingredients"": ""Isododecane, Trimethylsiloxysilicate, Dimethicone, Polyethylene, Mica, Aminopropyl Dimethicone, Disteardimonium Hectorite, Citric Acid, Diisostearyl Malate, Helianthus Annuus (Sunflower) Seed Wax, Maltodextrin, Methicone, Polyisobutene, Propylene Carbonate, Ricinus Communis (Castor) Seed Oil, Sodium Hyaluronate, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Parfum (Fragrance), Benzyl Benzoate, Limonene, Linalool, Benzoic Acid MAY CONTAIN/PEUT CONTENIR/PUEDE CONTENER (+/-): [Iron Oxides (CI 77491), Iron Oxides (CI 77499), Orange 5 (CI 45370), Red 27 (CI 45410), Red 28 Lake (CI 45410), Red 33 Lake (CI 17200), Red 6 (CI 15850), Red 7 Lake (CI 15850), Titanium Dioxide (CI 77891), Yellow 5 Lake (CI 19140).] B03300""}]",in_stock,ColorStay Limitless Matte Liquid Lipstick,https://media.ulta.com/i/ulta/2618846
0.13 oz,Brown Sugara deep brown on brown lip tones,24.0,0bbc1c592d84afc7,POUND CAKE,"[""Clean Ingredients"", ""Cruelty Free"", ""Vegan"", ""Give Back""]",pimprod2042129,BenefitsNon-dryingComfortable and moisturizing throughout the dayNo flaking or crumblingLong-lastingVeganGluten-freeSmells sweet (like cake batter)Paraben-freeNut-freeSoy-freeGMO-freeFeatures1x TIME Magazine Best Invention of the Year2x Allure Best of Beauty Award1x Essence Best in Black Beauty1x Harper’s Bazaar Icon Award1x Nylon Beauty Hit List Award1x Glamour Best of Clean Award1x Self Magazine Health Beauty AwardKey IngredientsAvocado Oil: To promote collagen in the skin and lock in moistureVitamin E: To help prevent UV damage and toxic pollutants to the skin,"[{""ingredients"": ""Trimethylsiloxysilicate, Isododecane, Silica, Mica, Polyhydroxystearic Acid, Vp/Eicosene Copolymer, Isononyl Isononanoate, Dimethicone, Flavor (Aroma), Glyceryl Behenate, Isopropyl Myristate, Hydrogenated&Nbsp; Polycyclopentadiene, Disteardimonium Hectorite, Polyethylene, Propylene Carbonate, Isopropyl Titanium Triisostearate, Stearalkonium Hectorite, Triethoxycaprylylsilane, Caprylyl Glycol, Ethylhexylglycerin, Persea Gratissima (Avocado) Oil, Tocopheryl Acetate, Coumarin. May Contain: +/- Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Yellow 5 Lake (CI 19140), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410).""}]",in_stock,Cake Batter Liquid Lipstick,https://media.ulta.com/i/ulta/2628689
0.123 oz,300 Nude Stylea bold taupe nude - velvet,40.0,0bc30e9d09a62385,Dior,,pimprod2042977,"BenefitsRefillable, the iconic Rouge Dior Lipstick reflects the House of Dior approach to sustainable beauty. With the same formula as the Rouge Dior lipstick, the refill enables you to replenish or change up your lipstick shades as often as you like in eco-conscious style.","[{""ingredients"": ""300 Nude Style Polyglyceryl-2 Triisostearate, Dimethicone, Helianthus Annuus (Sunflower) Seed Wax, Trimethylolpropane Triisostearate, Dimethicone Crosspolymer, Silica, Cera Carnauba (Copernicia Cerifera (Carnauba) Wax), Mica, Butyrospermum Parkii (Shea) Butter, Hibiscus Sabdariffa Flower Extract, Candelilla Cera (Euphorbia Cerifera (Candelilla) Wax), Simmondsia Chinensis (Jojoba) Seed Oil, Brassica Campestris (Rapeseed) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Parfum (Fragrance), Butyrospermum Parkii (Shea) Butter Unsaponifiables, Aluminum Hydroxide, Opuntia Ficus-Indica Flower Extract, Camelina Sativa Seed Oil, Polyglyceryl-3 Diisostearate, Punica Granatum Flower Extract, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Propyl Gallate, Paeonia Officinalis Flower Extract. May Contain: Ci 77491, Ci 77492, Ci 77499 (Iron Oxides), Ci 77891 (Titanium Dioxide), Ci 42090 (Blue 1 Lake), Ci 15850 (Red 7).""}]",in_stock,Rouge Dior Lipstick Refill,https://media.ulta.com/i/ulta/2619682
0.14 oz,Icon Popmatte,26.0,0bc8aba7568c7375,Clinique,"[""Sustainable Packaging Brand""]",pimprod2043385,"BenefitsMerges rich, saturated color with a built-in primer for smooth application and comfortable wear.Glides on effortlessly and delivers ultra-pigmented, full-coverage color with each swipe.Suits all lips and looks, with a wide range of shades designed to match all skin tones and 3 finishes for every mood.Built to last all day with 8-hour, color-true wear.Allergy tested. 100% fragrance free.Formulated WithoutParabensPhthalatesSynthetic colorsTalc","[{""ingredients"": ""Dimethicone, Diisostearyl Malate, Octyldodecanol, Polyethylene, Lauroyl Lysine, Aluminum Starch Octenylsuccinate, Microcrystalline Wax\\Cera Microcristallina\\Cire Microcristalline, Dimethicone Crosspolymer, Isostearyl Alcohol, Octyldodecyl Neopentanoate, Euphorbia Cerifera (Candelilla) Wax\\Candelilla Cera\\Cire De Candelilla, Caprylyl Glycol, Hydrogenated Castor Oil, Disteardimonium Hectorite, Propylene Carbonate, Sorbitan Oleate, Malic Acid, Tocopherol, Tocopheryl Acetate, Tetrahexyldecyl Ascorbate, Water\\Aqua\\Eau, Calcium Sodium Borosilicate, Synthetic Fluorphlogopite, Calcium Aluminum Borosilicate, Silica, Tin Oxide, [+/- Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77499), Iron Oxides (Ci 77492), Red 7 Lake (Ci 15850), Yellow 5 Lake (Ci 19140), Red 22 Lake (Ci 45380), Red 30 Lake (Ci 73360), Carmine (Ci 75470), Bismuth Oxychloride (Ci 77163), Red 6 (Ci 15850), Red 33 Lake (Ci 17200), Blue 1 Lake (Ci 42090), Red 28 Lake (Ci 45410), Yellow 6 Lake (Ci 15985)""}]",in_stock,Pop Longwear Lipstick,https://media.ulta.com/i/ulta/2619979
0.17 oz,Pioneerwine red,10.99,0bfc6216c045df9a,Maybelline,"[""Clean Ingredients"", ""Vegan"", ""Give Back""]",xlsImpprod16211185,"BenefitsSmooth matte finish lasts all dayFeatures a unique arrow tip that provides a precise applicationAvailable in a range of rich, saturated shades","[{""ingredients"": ""Dimethicone, Trimethylsiloxysilicate, Isododecane, Nylon-611 / Dimethicone Copolymer, Dimethicone Crosspolymer, C30-45 Alkyldimethylsilyl Polypropylsilsesquioxane, Lauroyl Lysine, Alumina, Silica Silylate, Disodium Stearoyl Glutamate, Phenoxyethanol, Caprylyl Glycol, Limonene, Aluminum Hydroxide, Paraffin, Benzyl Benzoate, Benzyl Alcohol, Citronellol, Parfum / Fragrance. May Contain: CI 45410 / Red 28 Lake, CI 77891 / Titanium Dioxide, CI 15850 / Red 7, CI 77491, CI 77492, CI 77499 / Iron Oxides, CI 45380 / Red 22 Lake, CI 15985 / Yellow 6 Lake, CI 19140 / Yellow 5 Lake, CI 42090 / Blue 1 Lake, CI 15850 / Red 6, CI 17200 / Red 33 Lake, Mica.""}]",in_stock,SuperStay Matte Ink Liquid Lipstick,https://media.ulta.com/i/ulta/2510218
0.05 oz,182 Brightcrimson,36.0,0c2627fd1403ee8f,Laura Mercier,,pimprod2037498,"BenefitsLips feel more hydrated, smoother & softer after 2 weeks of useLightweight yet, vibrant luminous shineNon-drying, comfortable, color true 6-hour wearColor does not bleed, feather, nor smudgeFeaturesGlides sensuously onto lips delivering impactful vivid color in just one effortless strokeSupercharged pigments & light-reflecting, vivid pearls boost color vibrancy while Guava oil ensures a comfortable smooth wear for 6 hoursHigh energy color inspired by Laura Mercier's vision that a touch of color can brighten your lifeFormulated WithoutParabensSulfatesOilAlcoholPhthalatesFormaldehyde","[{""ingredients"": ""Octyldodecanol, Dimethicone, Synthetic Wax, Mica, Ethylene/Propylene Copolymer, Silica, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Psidium Guajava Fruit Extract, Ethyl Vanillin, Flavor (Aroma), Caprylic/Capric Triglyceride, Disteardimonium Hectorite. May Contain/Peut Contenir (+/-): Blue 1 Lake (Ci 42090), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Red 6 (Ci 15850), Red 7 Lake (Ci 15850), Red 28 Lake (Ci 45410), Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140), Yellow 6 Lake (Ci 15985).""}]",in_stock,High Vibe Lip Color,https://media.ulta.com/i/ulta/2603397
0.13 oz,Undressedpink nude,10.0,0c49985ab73d352a,NYX Professional Makeup,"[""Clean Ingredients"", ""Cruelty Free"", ""Vegan"", ""Give Back""]",pimprod2024490,"BenefitsLong-lasting liquid lipstick with a smooth matte finishThis lip color creates the appearance of smooth, fuller-looking lips16 hour no transfer longwear lip formulaXxtra fiery shades designed for warm & deep skin tones, this flexible formula provides lip color that moves with you, just like your favorite shapewearThis matte lipstick feels lightweight & comfortable all dayFeatures a unique arrow applicator that hugs lips for precise application, 1 swipe = full coverage colorDelivers a sweet & smooth scent in every swipeAvailable in many nude lip shades amped-up with color saturation & designed to enhance all complexions100% vegan lip formula (no animal-derived ingredient or by-product)Cruelty free","[{""ingredients"": ""Dimethicone, Isododecane, Trimethylsiloxysilicate, Nylon-611/Dimethicone Copolymer, Dimethicone Crosspolymer, C30-45 Alkyldimethylsilyl Polypropylsilsesquioxane, Lauroyl Lysine, Triethoxysilylethyl Polydimethylsiloxyethyl Dimethicone, Silica Silylate, Isopropyl Titanium Triisostearate, Sorbic Acid, Phenoxyethanol, Parfum / Fragrance [+/- May Contain: CI 15850 / Red 7, CI 45410 / Red 28 Lake, CI 77491, CI 77492, CI 77499 / Iron Oxides, CI 77891 / Titanium Dioxide, CI 19140 / Yellow 5 Lake, CI 42090 / Blue 1 Lake]. Fil D260469/2""}]",in_stock,Lip Lingerie XXL Long,https://media.ulta.com/i/ulta/2578930
0.128 oz,Compatiblerich plum,13.0,0c8a063c4ae0bb57,Morphe,"[""Clean Ingredients"", ""Cruelty Free""]",pimprod2038219,"FeaturesAir-whipped texture glides on & melts inNon-sticky finishResists settling, smudging, or transferringKey IngredientsVitamin E","[{""ingredients"": ""Isododecane, Hydrogenated Polyisobutene, Dimethicone, Trimethylsiloxysilicate, Hydrogenated Styrene/Isoprene Copolymer, Disteardimonium Hectorite, Tribehenin, Glyceryl Behenate/Eicosadioate, Propylene Carbonate, Tocopheryl Acetate, Tocopherol. May Contain/Peut Contenir (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Yellow 5 Lake (CI 19140), Blue 1 Lake (CI 42090), Red 6 (CI 15850), Red 7 (CI 15850), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410).""}]",in_stock,Soulmatte Velvet Lip Mousse,https://media.ulta.com/i/ulta/2608342
0.14 oz,Berry-More,6.6,0c8a28f894c466dc,FLOWER Beauty,,pimprod2030713,BenefitsLips are left feeling soft and smooth with every swipeFresh buildable colorPerfect for everydayNatural shine finish that coats the lips with a creamy burst of hydrationGluten FreeKey IngredientsMoisture-infused formula with splendidly sweet vanilla scentFormulated with vitamin EPorcelain flower extractNatural botanicals that leave the a fresh effect on the lips,"[{""ingredients"": ""Pentaerythrityl Tetraisostearate, Polybutene, Octyldodecanol, Microcrystalline Wax (Cera Microcristallina/Cire Microcristalline), Polyglyceryl-3 Diisostearate, Paraffin, Bisdiglyceryl Polyacyladipate-2, Octyldodecyl Stearoyl Stearate, Euphorbia Cerifera (Candelilla) Wax (Candelilla Cera/Cire De Candelilla), Ozokerite, Behenoxy Dimethicone, Hdi/Trimethylol, Hexyllactone Crosspolymer, Flavor (Aroma), Aluminum Hydroxide, Tocopheryl Acetate, Caprylic/ Capric Triglyceride, Silica, Benzyl Alcohol, Hoya Lacunosa Flower Extract; (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 7 (CI 15850), Blue 1 Lake (CI 42090), Yellow 5 Lake (CI 19140), Red 28 Lake (CI 45410).""}]",in_stock,Perfect Pout Moisturizing Lipstick,https://media.ulta.com/i/ulta/2596331
0.1 oz,390 Let Me Take A Selfiehot pink,32.0,0c8f5d6b7f9bf9a4,Rabanne,"[""Clean Ingredients"", ""Vegan""]",pimprod2041397,"BenefitsFamous Lipcolor Lipstick by Rabanne perfects your lip signature with high-impact colorCreamy, weightless texture hydrates the lips for 8 hoursPioneering vegan makeup formula is enriched with pomegranate, containing 90% ingredients of natural origin, offering up to 12 hours of lasting comfort & 8-hour color vibrancy and effectFeaturesVeganClean ingredients12 hours of lasting comfort8 hours of color vibrancyResearch Results93% said this lipstick is a highly pigmented matte stick with a vibrant color & smooth texture*93% said the lipstick leaves a matte finish*97% said the lipstick leaves a vibrant color on lips (matte)*93% said the product coats the lips with a smooth texture (matte)**Consumer test on 30 panelists","[{""ingredients"": ""Let Me Take a Selfie: Caprylic/Capric Triglyceride, Polyglyceryl-2 Tetraisostearate, Dimer Dilinoleyl Dimer Dilinoleate, Squalane, Lauroyl Lysine, Hydrogenated Vegetable Oil, Silica, Copernicia Cerifera (Carnauba) Wax, Helianthus Annuus (Sunflower) Seed Wax, Sodium Potassium Aluminum Silicate, Kaolin, Dicalcium Phosphate, Stearalkonium Bentonite, Synthetic Wax, Propylene Carbonate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Parfum (Fragrance), Punica Granatum Pericarp Extract, Rubus Idaeus (Raspberry) Leaf Extract, Vitis Vinifera (Grape) Fruit Extract, Linalool, Geraniol, Limonene, Benzyl Alcohol. May Contain: CI 15850 (Red 7 Lake), CI 15985 (Yellow 6 Lake), CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 19140 (Yellow 5 Lake), CI 77891 (Titanium Dioxide), CI 42090 (Blue 1 Lake), CI 45410 (Red 28 Lake).""}]",in_stock,Famous Lipcolor Matte Lipstick,https://media.ulta.com/i/ulta/2614801
